date,source_file,weather_system,subdivisions,region,region_original,height_km,pressure_level,status
2026-05-09,AIWS 20260509.docx,CYCIR,East Madhya Pradesh,east madhya pradesh & neighbourhood,,1.5,850 hPa,lay over
2026-05-10,AIWS 20260510.docx,WD,Iran,along long. 56°e to the north of lat. 32°n,,5.8,500 hPa,
2026-05-10,AIWS 20260510.docx,CYCIR,Sub-Himalayan West Bengal & Sikkim,sub-himalayan west bengal & neighbourhood,,1.5-5.8,850 hPa ; 700 hPa ; 600 hPa ; 500 hPa,persisted
2026-05-10,AIWS 20260510.docx,CYCIR,East Rajasthan,east rajasthan,,0.9,925 hPa,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,West Uttar Pradesh,west uttar pradesh & neighbourhood,,1.5,850 hPa,lay over
2026-05-10,AIWS 20260510.docx,Trough,East Rajasthan ; Gangetic West Bengal ; West Madhya Pradesh ; East Madhya Pradesh,"the upper air cyclonic circulation over east rajasthan ; east jharkhand ran from the upper air cyclonic circulation over southeast rajasthan & neighbourhood to gangetic west bengal ; madhya pradesh, chhattisgarh & jharkhand",,0.9,925 hPa,
2026-05-10,AIWS 20260510.docx,CYCIR,Bangladesh,northeast bangladesh & neighbourhood,,1.5,850 hPa,lay over
2026-05-10,AIWS 20260510.docx,Trough,North pakistan ; Marathwada ; Madhya Maharashtra,"north pakistan and adjoining punjab ; marathwada ; upper air cyclonic circulation over southeast rajasthan & neighbourhood, madhya pradesh & madhya maharashtra",,0.9,925 hPa,
2026-05-10,AIWS 20260510.docx,Trough,Bihar ; Coastal Andhra Pradesh ; Chhattisgarh,"northeast bihar ; central parts of coastal andhra pradesh ; jharkhand, odisha & chhattisgarh",,7.6,400 hPa,
2026-05-10,AIWS 20260510.docx,Trough,Lakshadweep ; North Interior Karnataka ; South Interior Karnataka,southeast arabian sea & adjoining lakshadweep off kerala coast ; marathwada ran from north interior karnataka to the upper air cyclonic circulation over gulf of mannar and adjoining sri lanka kerala coast ; south interior karnataka and tamil nadu,,0.9,925 hPa,
2026-05-10,AIWS 20260510.docx,CYCIR,Comorin Area,comorin area & neighbourhood,,5.8,500 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay ; Lakshadweep ; Tamil Nadu & Puducherry,the centre of low pressure area over southwest bay of bengal off north sri lanka coast ; south lakshadweep area ; south tamil nadu between 1,,1.5-4.5,850 hPa ; 700 hPa ; 600 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,Lakshadweep,southeast arabian sea & lakshadweep adjoining kerala coast,,0.9,925 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,Lakshadweep ; Marathwada ; Coastal Karnataka,the cyclonic circulation over southeast arabian sea & adjoining lakshadweep adjoining kerala coast ; marathwada ; coastal karnataka,,0.9,925 hPa,
2026-05-11,AIWS 20260511.docx,WD,North pakistan,north pakistan & neighbourhood,,3.1,700 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,West Rajasthan,west rajasthan & neighbourhood,,1.5,850 hPa,persisted
2026-05-11,AIWS 20260511.docx,CYCIR,West Madhya Pradesh,west madhya pradesh,,1.5,850 hPa,extended
2026-05-11,AIWS 20260511.docx,Trough,West Madhya Pradesh ; Sub-Himalayan West Bengal & Sikkim ; East Madhya Pradesh,"upper air cyclonic circulation over southwest madhya pradesh ; sub himalayan west bengal ; east madhya pradesh, chhattisgarh and jharkhand and extended upto 1",,1.5,850 hPa,extended
2026-05-11,AIWS 20260511.docx,CYCIR,Sub-Himalayan West Bengal & Sikkim,sub-himalayan west bengal & neighbourhood,,1.5-3.1,850 hPa ; 700 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,Arunachal Pradesh ; NW Bay ; NE Bay ; Assam & Meghalaya,east arunachal pradesh ; north bay of bengal ; assam between 5,,5.8-7.6,500 hPa ; 400 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,Bangladesh,northeast bangladesh & neighbourhood,,1.5,850 hPa,extended
2026-05-12,AIWS 20260512.docx,Trough,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay ; North Interior Karnataka,"the centre of low pressure area over southwest bay of bengal off north sri lanka coast ; south lakshadweep area ran from the centre of low pressure area over southwest bay of bengal to marathwada ; north tamil nadu, rayalaseema, north interior karnataka",,0.9,925 hPa,
2026-05-12,AIWS 20260512.docx,WD,North pakistan,north pakistan & neighbourhood,,3.1,700 hPa,persisted
2026-05-12,AIWS 20260512.docx,CYCIR,West Rajasthan,west rajasthan & neighbourhood,,0.9,925 hPa,persisted
2026-05-12,AIWS 20260512.docx,CYCIR,West Madhya Pradesh,southwest madhya pradesh & neighbourhood,,1.5,850 hPa,persisted
2026-05-12,AIWS 20260512.docx,Trough,West Madhya Pradesh ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal,"upper air cyclonic circulation over southwest madhya pradesh ; sub himalayan west bengal ran from upper air cyclonic circulation over southwest madhya pradesh to manipur ; east madhya pradesh, chhattisgarh, jharkhand & gangetic west bengal and extends upto 0",,0.9,925 hPa,
2026-05-12,AIWS 20260512.docx,Trough,Arunachal Pradesh ; NW Bay ; NE Bay,east arunachal pradesh ; north bay of bengal ran roughly along long,,0.0,Surface,
2026-05-12,AIWS 20260512.docx,CYCIR,West Uttar Pradesh ; East Uttar Pradesh,north central uttar pradesh & neighbourhood,,1.5,850 hPa,lay over
2026-05-12,AIWS 20260512.docx,CYCIR,South Interior Karnataka,south interior karnataka & neighbourhood,,5.8,500 hPa,lay over
2026-05-13,AIWS 20260513.docx,WD,North pakistan ; Jammu & Kashmir,north pakistan & neighbourhood ; jammu,,3.1,700 hPa,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,"Haryana, Chandigarh & Delhi",south haryana & neighbourhood,,0.9,925 hPa,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,West Uttar Pradesh,northwest uttar pradesh & adjoining uttarakhand,,0.9,925 hPa,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,West Madhya Pradesh,southwest madhya pradesh & neighbourhood,,0.9,925 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,West Madhya Pradesh,upper air cyclonic circulation over southwest madhya pradesh ; manipur trough ran from upper air cyclonic circulation over southwest madhya pradesh to north chhattisgarh,,0.9,925 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,Sikkim ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,along long. 89°e to the north of lat. 22°n,3.1,700 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,West Madhya Pradesh ; South Interior Karnataka ; North Interior Karnataka,"southwest madhya pradesh ; south interior karnataka ; madhya maharashtra, north interior karnataka upto 1",,1.5,850 hPa,
2026-05-13,AIWS 20260513.docx,Trough,Arunachal Pradesh ; NW Bay ; NE Bay,east arunachal pradesh ; north bay of bengal ran roughly along long,,0.0,Surface,
2026-05-15,AIWS 20260515.docx,WD,Iran ; Pakistan,Far West Pakistan,along long. 55°e to the north of lat. 28°n at 2030 hrs ist of yesterday night,5.8,500 hPa,persisted
2026-05-15,AIWS 20260515.docx,WD,North pakistan,jammu adjoining north pakistan,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,persisted
2026-05-15,AIWS 20260515.docx,CYCIR,Sub-Himalayan West Bengal & Sikkim,southeast madhya pradesh to sub-himalayan west bengal & sikkim ran southeast rajasthan to sub-himalayan west bengal & sikkim,,0.9,925 hPa,persisted
2026-05-15,AIWS 20260515.docx,CYCIR,East Uttar Pradesh,east uttar pradesh & neighbourhood,,0.9,925 hPa,merged
2026-05-15,AIWS 20260515.docx,Trough,East Madhya Pradesh ; North Interior Karnataka ; Marathwada,the upper air cyclonic circulation over east madhya pradesh ; north interior karnataka ; vidarbha and marathwada,,0.9,925 hPa,
2026-05-16,AIWS 20260516.docx,CYCIR,Tamil Nadu & Puducherry,north coastal tamil nadu & neighbourhood,,0.9,925 hPa,merged
2026-05-16,AIWS 20260516.docx,WD,North pakistan,jammu adjoining north pakistan,,3.1,700 hPa,persisted
2026-05-16,AIWS 20260516.docx,Trough,North pakistan,North Pakistan,along long. 70°e to the north of lat. 33°n,5.8,500 hPa,
2026-05-16,AIWS 20260516.docx,CYCIR,West Rajasthan,south rajasthan & neighbourhood,,3.1,700 hPa,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,East Rajasthan,east rajasthan & neighbourhood,,0.9,925 hPa,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,West Uttar Pradesh ; East Uttar Pradesh,central uttar pradesh & neighbourhood and extended upto 1,,1.5,850 hPa,extended
2026-05-16,AIWS 20260516.docx,CYCIR,West Uttar Pradesh,northwest uttar pradesh & adjoining uttarakhand,,0.9,925 hPa,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,East Madhya Pradesh,east madhya pradesh & neighbourhood,,1.5,850 hPa,persisted
2026-05-16,AIWS 20260516.docx,Trough,East Madhya Pradesh ; North Interior Karnataka ; South Interior Karnataka,the upper air cyclonic circulation over east madhya pradesh ; north interior karnataka ran from the upper air cyclonic circulation over northeast vidarbha & neighbourhood to coastal karnataka ; telangana and interior karnataka,,0.9,925 hPa,persisted
2026-05-17,AIWS 20260517.docx,CYCIR,West Rajasthan,south rajasthan & neighbourhood,,1.5,850 hPa,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,Vidarbha,northeast vidarbha & neighbourhood,,0.9,925 hPa,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,East Uttar Pradesh,east uttar pradesh,,0.9,925 hPa,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,Bihar,northeast bihar,,0.9,925 hPa,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,0.9,925 hPa,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,Comorin Area,comorin area & neighbourhood,,3.1,700 hPa,lay over
2026-05-17,AIWS 20260517.docx,Trough,Vidarbha ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka,"the cyclonic circulation over west vidarbha & neighbourhood ; gulf of mannar ; marathwada, interior karnataka, and tamil nadu",,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,WD,Iran,west iran & neighbourhood,,5.8,500 hPa,lay over
2026-05-17,AIWS 20260517.docx,Trough,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh,along long. 92°e to the north of lat. 26°n moved away east-northeastwards,5.8,500 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,East Rajasthan,east rajasthan & neighbourhood,,0.9,925 hPa,merged
2026-05-18,AIWS 20260518.docx,WD,Iran,north iran & neighbourhood,,5.8-7.6,500 hPa ; 400 hPa,persisted
2026-05-19,AIWS 20260519.docx,WD,Iran ; North pakistan ; Jammu & Kashmir ; Punjab,north iran & neighbourhood ; north pakistan and adjoining jammu,,1.5-3.1,850 hPa ; 700 hPa,persisted
2026-05-19,AIWS 20260519.docx,Trough,North pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Jammu & Kashmir ; Punjab,along long. 72°e to the north of lat. 31°n,5.8,500 hPa,
2026-05-19,AIWS 20260519.docx,CYCIR,East Uttar Pradesh,northeast uttar pradesh & adjoining bihar,,1.5,850 hPa,extended
2026-05-19,AIWS 20260519.docx,Trough,East Uttar Pradesh ; Assam & Meghalaya,the cyclonic circulation over northeast uttar pradesh & adjoining bihar ; south assam,,0.9,925 hPa,persisted
2026-05-19,AIWS 20260519.docx,Trough,West Madhya Pradesh ; East Uttar Pradesh ; Madhya Maharashtra,"the west madhya pradesh ; lakshadweep area ran from the east uttar pradesh to lakshadweep area ; madhya maharashtra, marathwada, interior karnataka & kerala and extends upto 1",,1.5,850 hPa,
2026-05-19,AIWS 20260519.docx,CYCIR,Coastal Andhra Pradesh,south coastal andhra pradesh & neighbourhood,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,persisted
2026-05-19,AIWS 20260519.docx,Trough,Lakshadweep ; Coastal Andhra Pradesh ; South Interior Karnataka,"southeast arabian sea adjoining south lakshadweep area ; the cyclonic circulation over south coastal andhra pradesh ; kerala, south interior karnataka and rayalaseema between 3",,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,persisted
2026-05-19,AIWS 20260519.docx,CYCIR,Assam & Meghalaya,central assam,,1.5,850 hPa,lay over
2026-05-20,AIWS 20260520.docx,WD,North pakistan ; Jammu & Kashmir ; Punjab,north pakistan and adjoining jammu,,3.1,700 hPa,persisted
2026-05-20,AIWS 20260520.docx,WD,Iran,along long. 52°e to the north of lat. 30°n,,5.8,500 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,Punjab,punjab & neighbourhood,,1.5,850 hPa,persisted
2026-05-20,AIWS 20260520.docx,CYCIR,East Uttar Pradesh,east uttar pradesh & neighbourhood seen over central parts of north uttar pradesh,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,Trough,East Uttar Pradesh ; Telangana ; East Madhya Pradesh,the cyclonic circulation over east uttar pradesh & neighbourhood ran from central parts of north uttar pradesh ; north telangana ; east madhya pradesh and vidarbha 0,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,Bihar,west bihar & neighbourhood,,0.9,925 hPa,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,Bangladesh,east bangladesh & neighbourhood,,0.9,925 hPa,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,Gangetic West Bengal,gangetic west bengal & adjoining bangladesh,,1.5,850 hPa,lay over
2026-05-20,AIWS 20260520.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay ; South Interior Karnataka,"southeast arabian sea ; the central bay of bengal ; lakshadweep, north kerala, south interior karnataka & andhra pradesh between 3",,3.1-4.5,700 hPa ; 600 hPa,
2026-05-21,AIWS 20260521.docx,WD,Iran ; Pakistan,Southwest Pakistan,along long. 62°e to the north of lat. 28°n,5.8,500 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Pakistan,punjab & adjoining pakistan,,0.9,925 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Bihar,west bihar & neighbourhood,,0.9,925 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Bangladesh,east bangladesh & neighbourhood merged with the above east-west trough,,0.0,Surface,merged
2026-05-21,AIWS 20260521.docx,Trough,East Uttar Pradesh ; Odisha ; Chhattisgarh,east uttar pradesh ; south coastal odisha ; jharkhand and north chhattisgarh and interior odisha,,0.9,925 hPa,
2026-05-21,AIWS 20260521.docx,Trough,Sikkim ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; NW Bay ; Bangladesh ; Assam & Meghalaya ; Bihar,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar,along long. 89°e to the north of lat. 20°n,3.1,700 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,Gangetic West Bengal,gangetic west bengal & adjoining bangladesh,,1.5,850 hPa,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,Odisha,south coastal odisha and neighbourhood,,1.5,850 hPa,lay over
2026-05-21,AIWS 20260521.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast arabian sea ; the central bay of bengal ran from central bay of bengal to tamil nadu ; southwest bay of bengal between 3,,3.1-4.5,700 hPa ; 600 hPa,
2026-05-21,AIWS 20260521.docx,CYCIR,"Haryana, Chandigarh & Delhi",north haryana & neighbourhood,,1.5,850 hPa,lay over
2026-05-22,AIWS 20260522.docx,WD,North pakistan,north pakistan & neighbourhood,,3.1,700 hPa,
2026-05-22,AIWS 20260522.docx,Trough,North pakistan ; Pakistan ; Central Pakistan ; Jammu & Kashmir,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir,along long. 71°e to the north of lat. 28°n,7.6,400 hPa,
2026-05-22,AIWS 20260522.docx,CYCIR,"Haryana, Chandigarh & Delhi",north haryana & neighbourhood,,1.5,850 hPa,extended
2026-05-22,AIWS 20260522.docx,CYCIR,Odisha,south coastal odisha,,1.5,850 hPa,extended
2026-05-22,AIWS 20260522.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,1.5,850 hPa,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast bay of bengal & neighbourhood,,3.1,700 hPa,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,southeast arabian sea & neighbourhood,,3.1,700 hPa,lay over
2026-05-22,AIWS 20260522.docx,Trough,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea ; Comorin Area ; Tamil Nadu & Puducherry,the upper air cyclonic circulation over southeast arabian sea ; comorin area ; kerala and south tamil nadu,,3.1,700 hPa,
2026-05-22,AIWS 20260522.docx,Trough,West Uttar Pradesh ; Odisha ; East Uttar Pradesh,the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ; east uttar pradesh and chhattisgarh extending upto 1,,1.5,850 hPa,
2026-05-22,AIWS 20260522.docx,Trough,East Uttar Pradesh ; Odisha,east uttar pradesh ; south coastal odisha merged with the above trough,,0.0,Surface,merged
2026-05-22,AIWS 20260522.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,eastcentral arabian sea & neighbourhood,,1.5,850 hPa,persisted
2026-05-23,AIWS 20260523.docx,WD,North pakistan ; Jammu & Kashmir,north pakistan & neighbourhood ; jammu & neighbourhood,,3.1,700 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,"Jammu & Kashmir ; Punjab ; East Rajasthan ; Haryana, Chandigarh & Delhi ; Himachal Pradesh",Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi,"along long. 75°e to the north of lat. 25°n at 1730 hrs ist of yesterday, the 22nd may 2026",5.8,500 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,1.5,850 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast bay of bengal & neighbourhood,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-23,AIWS 20260523.docx,Trough,West Uttar Pradesh ; Coastal Andhra Pradesh ; Chhattisgarh,"the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ran from the upper air cyclonic circulation over southwest bihar to north coastal andhra pradesh ; jharkhand, north chhattisgarh, and interior odisha",,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,Bihar,south bihar & neighbourhood,,0.9,925 hPa,persisted
2026-05-23,AIWS 20260523.docx,Trough,Punjab ; West Rajasthan,punjab ; southwest rajasthan,,1.5,850 hPa,
2026-05-23,AIWS 20260523.docx,Trough,"Sikkim ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura",Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura,along long. 90°e to the north of lat. 23°n,5.8,500 hPa,
2026-05-23,AIWS 20260523.docx,CYCIR,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea ; EC Arabian Sea,southwest arabian sea,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-24,AIWS 20260524.docx,WD,Jammu & Kashmir,jammu & neighbourhood,,3.1,700 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,Bihar,south bihar & neighbourhood,,0.9,925 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,Assam & Meghalaya,central assam & neighbourhood,,0.9,925 hPa,persisted
2026-05-24,AIWS 20260524.docx,CYCIR,NW Bay ; NE Bay ; WC Bay ; EC Bay ; SW Bay ; SE Bay,southeast adjoining central bay of bengal,,3.1-5.8,700 hPa ; 600 hPa ; 500 hPa,lay over
2026-05-24,AIWS 20260524.docx,Trough,"Sikkim ; Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Bangladesh ; Nagaland, Manipur, Mizoram & Tripura",Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura,along long. 90°e to the north of lat. 23°n moved away,5.8,500 hPa,
